,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
1359,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,TDA,7242.0
1360,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,TREAS,197921.0
1361,Ethiopia,2008,obesitya,Obesity prevalence among adults (%),-2.5,USAID,120834959.0
1362,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,AGR,684985907.0
1363,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,DOE,40270.0
1364,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,HHS,13486959.0
1365,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,PC,824098.0
1366,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,STATE,300642587.0
1367,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,TDA,7242.0
1368,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,TREAS,197921.0
1369,Ethiopia,2008,u5mr,Under-five mortality rate,-9.15,USAID,120834959.0
1370,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,AGR,503183195.0
1371,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,DOE,68696.0
1372,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,HHS,10194550.0
1373,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,PC,1145721.0
1374,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,STATE,363151944.0
1375,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,TREAS,37486.0
1376,Ethiopia,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.0,USAID,154826883.0
1377,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,AGR,503183195.0
1378,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,DOE,68696.0
1379,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,HHS,10194550.0
1380,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,PC,1145721.0
1381,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,STATE,363151944.0
1382,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,TREAS,37486.0
1383,Ethiopia,2009,hh_wat_sm,Population using safely managed drinking water services (%),19.0,USAID,154826883.0
1384,Ethiopia,2009,life_ex,Life Expectancy,63.0,AGR,503183195.0
1385,Ethiopia,2009,life_ex,Life Expectancy,63.0,DOE,68696.0
1386,Ethiopia,2009,life_ex,Life Expectancy,63.0,HHS,10194550.0
1387,Ethiopia,2009,life_ex,Life Expectancy,63.0,PC,1145721.0
1388,Ethiopia,2009,life_ex,Life Expectancy,63.0,STATE,363151944.0
1389,Ethiopia,2009,life_ex,Life Expectancy,63.0,TREAS,37486.0
1390,Ethiopia,2009,life_ex,Life Expectancy,63.0,USAID,154826883.0
1391,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,AGR,503183195.0
1392,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,DOE,68696.0
1393,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,HHS,10194550.0
1394,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,PC,1145721.0
1395,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,STATE,363151944.0
1396,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,TREAS,37486.0
1397,Ethiopia,2009,obesitya,Obesity prevalence among adults (%),-2.5,USAID,154826883.0
1398,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,AGR,503183195.0
1399,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,DOE,68696.0
1400,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,HHS,10194550.0
1401,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,PC,1145721.0
1402,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,STATE,363151944.0
1403,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,TREAS,37486.0
1404,Ethiopia,2009,u5mr,Under-five mortality rate,-8.65,USAID,154826883.0
1405,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,AGR,594412776.0
1406,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOE,655772.0
1407,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,EPA,226764.0
1408,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,HHS,7271191.0
1409,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,PC,1855757.0
1410,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,STATE,293149905.0
1411,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,TREAS,42007.0
1412,Ethiopia,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,USAID,96701081.0
1413,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,AGR,594412776.0
1414,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,DOE,655772.0
1415,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,EPA,226764.0
1416,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,HHS,7271191.0
1417,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,PC,1855757.0
1418,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,STATE,293149905.0
1419,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,TREAS,42007.0
1420,Ethiopia,2010,hh_wat_sm,Population using safely managed drinking water services (%),19.5,USAID,96701081.0
1421,Ethiopia,2010,life_ex,Life Expectancy,64.0,AGR,594412776.0
1422,Ethiopia,2010,life_ex,Life Expectancy,64.0,DOE,655772.0
1423,Ethiopia,2010,life_ex,Life Expectancy,64.0,EPA,226764.0
1424,Ethiopia,2010,life_ex,Life Expectancy,64.0,HHS,7271191.0
1425,Ethiopia,2010,life_ex,Life Expectancy,64.0,PC,1855757.0
1426,Ethiopia,2010,life_ex,Life Expectancy,64.0,STATE,293149905.0
1427,Ethiopia,2010,life_ex,Life Expectancy,64.0,TREAS,42007.0
1428,Ethiopia,2010,life_ex,Life Expectancy,64.0,USAID,96701081.0
1429,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,AGR,594412776.0
1430,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,DOE,655772.0
1431,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,EPA,226764.0
1432,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,HHS,7271191.0
1433,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,PC,1855757.0
1434,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,STATE,293149905.0
1435,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,TREAS,42007.0
1436,Ethiopia,2010,obesitya,Obesity prevalence among adults (%),-2.5,USAID,96701081.0
1437,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,AGR,594412776.0
1438,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,DOE,655772.0
1439,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,EPA,226764.0
1440,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,HHS,7271191.0
1441,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,PC,1855757.0
1442,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,STATE,293149905.0
1443,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,TREAS,42007.0
1444,Ethiopia,2010,u5mr,Under-five mortality rate,-8.2,USAID,96701081.0
1445,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,ADF,58070.0
1446,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,AGR,353922680.0
1447,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOE,249420.0
1448,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,HHS,4174808.0
1449,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,PC,1613287.0
1450,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,STATE,305041586.0
1451,Ethiopia,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,USAID,139605723.0
1452,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,ADF,58070.0
1453,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,AGR,353922680.0
1454,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,DOE,249420.0
1455,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,HHS,4174808.0
1456,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,PC,1613287.0
1457,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,STATE,305041586.0
1458,Ethiopia,2011,hh_wat_sm,Population using safely managed drinking water services (%),19.5,USAID,139605723.0
1459,Ethiopia,2011,life_ex,Life Expectancy,64.9,ADF,58070.0
1460,Ethiopia,2011,life_ex,Life Expectancy,64.9,AGR,353922680.0
1461,Ethiopia,2011,life_ex,Life Expectancy,64.9,DOE,249420.0
1462,Ethiopia,2011,life_ex,Life Expectancy,64.9,HHS,4174808.0
1463,Ethiopia,2011,life_ex,Life Expectancy,64.9,PC,1613287.0
1464,Ethiopia,2011,life_ex,Life Expectancy,64.9,STATE,305041586.0
1465,Ethiopia,2011,life_ex,Life Expectancy,64.9,USAID,139605723.0
1466,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,ADF,58070.0
1467,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,AGR,353922680.0
1468,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,DOE,249420.0
1469,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,HHS,4174808.0
1470,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,PC,1613287.0
1471,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,STATE,305041586.0
1472,Ethiopia,2011,obesitya,Obesity prevalence among adults (%),-2.5,USAID,139605723.0
1473,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,ADF,58070.0
1474,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,AGR,353922680.0
1475,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,DOE,249420.0
1476,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,HHS,4174808.0
1477,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,PC,1613287.0
1478,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,STATE,305041586.0
1479,Ethiopia,2011,u5mr,Under-five mortality rate,-9.850000000000001,USAID,139605723.0
1480,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,ADF,58070.0
1481,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,AGR,353922680.0
1482,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,DOE,249420.0
1483,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,HHS,4174808.0
1484,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,PC,1613287.0
1485,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,STATE,305041586.0
1486,Ethiopia,2011,u5mr,Under-five mortality rate,-7.75,USAID,139605723.0
1487,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,ADF,59155.0
1488,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,AGR,327433729.0
1489,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOE,713609.0
1490,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOL,11385631.0
1491,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,HHS,4453846.0
1492,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,PC,1890581.0
1493,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,STATE,443048402.0
1494,Ethiopia,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,USAID,131318472.0
1495,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,ADF,59155.0
1496,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,AGR,327433729.0
1497,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,DOE,713609.0
1498,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,DOL,11385631.0
1499,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,HHS,4453846.0
1500,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,PC,1890581.0
1501,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,STATE,443048402.0
1502,Ethiopia,2012,hh_wat_sm,Population using safely managed drinking water services (%),19.5,USAID,131318472.0
1503,Ethiopia,2012,life_ex,Life Expectancy,65.6,ADF,59155.0
1504,Ethiopia,2012,life_ex,Life Expectancy,65.6,AGR,327433729.0
1505,Ethiopia,2012,life_ex,Life Expectancy,65.6,DOE,713609.0
1506,Ethiopia,2012,life_ex,Life Expectancy,65.6,DOL,11385631.0
1507,Ethiopia,2012,life_ex,Life Expectancy,65.6,HHS,4453846.0
1508,Ethiopia,2012,life_ex,Life Expectancy,65.6,PC,1890581.0
1509,Ethiopia,2012,life_ex,Life Expectancy,65.6,STATE,443048402.0
1510,Ethiopia,2012,life_ex,Life Expectancy,65.6,USAID,131318472.0
1511,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,ADF,59155.0
1512,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,AGR,327433729.0
1513,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,DOE,713609.0
1514,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,DOL,11385631.0
1515,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,HHS,4453846.0
1516,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,PC,1890581.0
1517,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,STATE,443048402.0
1518,Ethiopia,2012,obesitya,Obesity prevalence among adults (%),-3.0,USAID,131318472.0
1519,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,ADF,59155.0
1520,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,AGR,327433729.0
1521,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,DOE,713609.0
1522,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,DOL,11385631.0
1523,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,HHS,4453846.0
1524,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,PC,1890581.0
1525,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,STATE,443048402.0
1526,Ethiopia,2012,u5mr,Under-five mortality rate,-7.35,USAID,131318472.0
1527,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,ADF,91947.0
1528,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,AGR,286673785.0
1529,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOE,465059.0
1530,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,HHS,3932096.0
1531,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,PC,2022786.0
1532,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,STATE,359397828.0
1533,Ethiopia,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,USAID,166934131.0
1534,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,ADF,91947.0
1535,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,AGR,286673785.0
1536,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,DOE,465059.0
1537,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,HHS,3932096.0
1538,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,PC,2022786.0
1539,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,STATE,359397828.0
1540,Ethiopia,2013,hh_wat_sm,Population using safely managed drinking water services (%),20.5,USAID,166934131.0
1541,Ethiopia,2013,life_ex,Life Expectancy,66.3,ADF,91947.0
1542,Ethiopia,2013,life_ex,Life Expectancy,66.3,AGR,286673785.0
1543,Ethiopia,2013,life_ex,Life Expectancy,66.3,DOE,465059.0
1544,Ethiopia,2013,life_ex,Life Expectancy,66.3,HHS,3932096.0
1545,Ethiopia,2013,life_ex,Life Expectancy,66.3,PC,2022786.0
1546,Ethiopia,2013,life_ex,Life Expectancy,66.3,STATE,359397828.0
1547,Ethiopia,2013,life_ex,Life Expectancy,66.3,USAID,166934131.0
1548,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,ADF,91947.0
1549,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,AGR,286673785.0
1550,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,DOE,465059.0
1551,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,HHS,3932096.0
1552,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,PC,2022786.0
1553,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,STATE,359397828.0
1554,Ethiopia,2013,obesitya,Obesity prevalence among adults (%),-3.0,USAID,166934131.0
1555,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,ADF,91947.0
1556,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,AGR,286673785.0
1557,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,DOE,465059.0
1558,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,HHS,3932096.0
1559,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,PC,2022786.0
1560,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,STATE,359397828.0
1561,Ethiopia,2013,u5mr,Under-five mortality rate,-6.95,USAID,166934131.0
1562,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,ADF,375920.0
1563,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,AGR,239816337.0
1564,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,DOE,1188759.0
1565,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,HHS,4070777.0
1566,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,PC,2740974.0
1567,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,STATE,393587190.0
1568,Ethiopia,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-1.5,USAID,175467493.0
1569,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,ADF,375920.0
1570,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,AGR,239816337.0
1571,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,DOE,1188759.0
1572,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,HHS,4070777.0
1573,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,PC,2740974.0
1574,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,STATE,393587190.0
1575,Ethiopia,2014,hh_wat_sm,Population using safely managed drinking water services (%),20.5,USAID,175467493.0
1576,Ethiopia,2014,life_ex,Life Expectancy,66.8,ADF,375920.0
1577,Ethiopia,2014,life_ex,Life Expectancy,66.8,AGR,239816337.0
1578,Ethiopia,2014,life_ex,Life Expectancy,66.8,DOE,1188759.0
1579,Ethiopia,2014,life_ex,Life Expectancy,66.8,HHS,4070777.0
1580,Ethiopia,2014,life_ex,Life Expectancy,66.8,PC,2740974.0
1581,Ethiopia,2014,life_ex,Life Expectancy,66.8,STATE,393587190.0
1582,Ethiopia,2014,life_ex,Life Expectancy,66.8,USAID,175467493.0
1583,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,ADF,375920.0
1584,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,AGR,239816337.0
1585,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,DOE,1188759.0
1586,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,HHS,4070777.0
1587,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,PC,2740974.0
1588,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,STATE,393587190.0
1589,Ethiopia,2014,obesitya,Obesity prevalence among adults (%),-3.0,USAID,175467493.0
1590,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,ADF,375920.0
1591,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,AGR,239816337.0
1592,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,DOE,1188759.0
1593,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,HHS,4070777.0
1594,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,PC,2740974.0
1595,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,STATE,393587190.0
1596,Ethiopia,2014,u5mr,Under-five mortality rate,-6.6,USAID,175467493.0
1597,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,ADF,210735.0
1598,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,AGR,271006483.0
1599,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,DOL,10847163.0
1600,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,HHS,6940593.0
1601,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,PC,3753996.0
1602,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,STATE,408782765.0
1603,Ethiopia,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,USAID,166519660.0
1604,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,ADF,210735.0
1605,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,AGR,271006483.0
1606,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,DOL,10847163.0
1607,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,HHS,6940593.0
1608,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,PC,3753996.0
1609,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,STATE,408782765.0
1610,Ethiopia,2015,hh_wat_sm,Population using safely managed drinking water services (%),20.5,USAID,166519660.0
1611,Ethiopia,2015,life_ex,Life Expectancy,67.4,ADF,210735.0
1612,Ethiopia,2015,life_ex,Life Expectancy,67.4,AGR,271006483.0
1613,Ethiopia,2015,life_ex,Life Expectancy,67.4,DOL,10847163.0
1614,Ethiopia,2015,life_ex,Life Expectancy,67.4,HHS,6940593.0
1615,Ethiopia,2015,life_ex,Life Expectancy,67.4,PC,3753996.0
1616,Ethiopia,2015,life_ex,Life Expectancy,67.4,STATE,408782765.0
1617,Ethiopia,2015,life_ex,Life Expectancy,67.4,USAID,166519660.0
1618,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,ADF,210735.0
1619,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,AGR,271006483.0
1620,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,DOL,10847163.0
1621,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,HHS,6940593.0
1622,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,PC,3753996.0
1623,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,STATE,408782765.0
1624,Ethiopia,2015,obesitya,Obesity prevalence among adults (%),-3.5,USAID,166519660.0
1625,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,ADF,210735.0
1626,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,AGR,271006483.0
1627,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,DOL,10847163.0
1628,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,HHS,6940593.0
1629,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,PC,3753996.0
1630,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,STATE,408782765.0
1631,Ethiopia,2015,u5mr,Under-five mortality rate,-6.25,USAID,166519660.0
1632,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,ADF,814496.0
1633,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,AGR,544678077.0
1634,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,HHS,14942776.0
1635,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,PC,4540433.0
1636,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,STATE,418279838.0
1637,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,TDA,553704.0
1638,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,TREAS,165895.0
1639,Ethiopia,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.0,USAID,218705322.0
1640,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,ADF,814496.0
1641,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,AGR,544678077.0
1642,Ethiopia,2016,hh_wat_sm,Population using safely managed drinking water services (%),21.0,HHS,14942776.0
