setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount (Previous Year)
Haiti,2019,life,Life Expectancy,63.9,DOE,0
Haiti,2019,life,Life Expectancy,63.9,DOL,0
Haiti,2019,life,Life Expectancy,63.9,DOT,0
Haiti,2019,life,Life Expectancy,63.9,EPA,0
Haiti,2019,life,Life Expectancy,63.9,FTC,0
Haiti,2019,life,Life Expectancy,63.9,HHS,1902697
Haiti,2019,life,Life Expectancy,63.9,IAF,1210807
Haiti,2019,life,Life Expectancy,63.9,LIC,0
Haiti,2019,life,Life Expectancy,63.9,MCC,0
Haiti,2019,life,Life Expectancy,63.9,NSF,0
Haiti,2019,life,Life Expectancy,63.9,PC,0
Haiti,2019,life,Life Expectancy,63.9,STATE,127944854
Haiti,2019,life,Life Expectancy,63.9,TDA,263215
Haiti,2019,life,Life Expectancy,63.9,TREAS,0
Haiti,2019,life,Life Expectancy,63.9,USAID,137906915
Haiti,2020,life,Life Expectancy,64.4,ADF,0
Haiti,2020,life,Life Expectancy,64.4,AGR,8248662
Haiti,2020,life,Life Expectancy,64.4,DFC,0
Haiti,2020,life,Life Expectancy,64.4,DOC,0
Haiti,2020,life,Life Expectancy,64.4,DOE,0
Haiti,2020,life,Life Expectancy,64.4,DOL,0
Haiti,2020,life,Life Expectancy,64.4,DOT,0
Haiti,2020,life,Life Expectancy,64.4,EPA,0
Haiti,2020,life,Life Expectancy,64.4,FTC,0
Haiti,2020,life,Life Expectancy,64.4,HHS,1032037
Haiti,2020,life,Life Expectancy,64.4,IAF,1928788
Haiti,2020,life,Life Expectancy,64.4,LIC,0
Haiti,2020,life,Life Expectancy,64.4,MCC,0
Haiti,2020,life,Life Expectancy,64.4,NSF,0
Haiti,2020,life,Life Expectancy,64.4,PC,0
Haiti,2020,life,Life Expectancy,64.4,STATE,138080385
Haiti,2020,life,Life Expectancy,64.4,TDA,0
Haiti,2020,life,Life Expectancy,64.4,TREAS,0
Haiti,2020,life,Life Expectancy,64.4,USAID,130047717
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,ADF,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,AGR,56963806
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,DFC,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,DOC,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,DOE,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,DOL,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,DOT,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,EPA,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,FTC,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,HHS,2756720
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,IAF,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,LIC,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,MCC,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,NSF,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,PC,2288077
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,STATE,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,TDA,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,TREAS,0
Haiti,2003,obesitya,Obesity prevalence among adults (%),-10.5,USAID,51654521
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,ADF,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,AGR,47137495
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,DFC,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,DOC,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,DOE,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,DOL,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,DOT,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,EPA,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,FTC,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,HHS,1346076
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,IAF,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,LIC,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,MCC,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,NSF,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,PC,1888545
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,STATE,27748621
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,TDA,32929
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,TREAS,0
Haiti,2004,obesitya,Obesity prevalence among adults (%),-11.5,USAID,94106101
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,ADF,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,AGR,44701935
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,DFC,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,DOC,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,DOE,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,DOL,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,DOT,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,EPA,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,FTC,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,HHS,1245413
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,IAF,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,LIC,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,MCC,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,NSF,0
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,PC,1134796
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,STATE,60912646
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,TDA,1044933
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,TREAS,326541
Haiti,2005,obesitya,Obesity prevalence among adults (%),-12,USAID,194553927
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,ADF,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,AGR,46063041
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,DFC,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,DOC,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,DOE,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,DOL,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,DOT,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,EPA,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,FTC,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,HHS,1226640
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,IAF,115175
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,LIC,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,MCC,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,NSF,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,PC,189281
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,STATE,62385215
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,TDA,0
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,TREAS,99626
Haiti,2006,obesitya,Obesity prevalence among adults (%),-12.5,USAID,117196271
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,ADF,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,AGR,40052742
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,DFC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,DOC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,DOE,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,DOL,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,DOT,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,EPA,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,FTC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,HHS,2719519
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,IAF,58631
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,LIC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,MCC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,NSF,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,PC,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,STATE,60588743
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,TDA,0
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,TREAS,505216
Haiti,2007,obesitya,Obesity prevalence among adults (%),-13.5,USAID,129200284
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,ADF,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,AGR,96365278
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,DFC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,DOC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,DOE,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,DOL,1207146
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,DOT,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,EPA,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,FTC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,HHS,1261910
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,IAF,1530183
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,LIC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,MCC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,NSF,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,PC,0
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,STATE,146329453
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,TDA,352499
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,TREAS,47952
Haiti,2008,obesitya,Obesity prevalence among adults (%),-14,USAID,103663022
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,ADF,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,AGR,81914170
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,DFC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,DOC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,DOE,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,DOL,2983650
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,DOT,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,EPA,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,FTC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,HHS,1320255
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,IAF,1017091
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,LIC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,MCC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,NSF,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,PC,0
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,STATE,126542009
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,TDA,3580
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,TREAS,1143806
Haiti,2009,obesitya,Obesity prevalence among adults (%),-15,USAID,247664600
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,ADF,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,AGR,199218596
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DFC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DOC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DOE,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DOL,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DOT,1893030
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,EPA,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,FTC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,HHS,2860574
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,IAF,301958
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,LIC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,MCC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,NSF,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,PC,0
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,STATE,177454442
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,TDA,2361110
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,TREAS,159149
Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,USAID,732921099
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,ADF,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,AGR,56933350
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,DFC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,DOC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,DOE,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,DOL,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,DOT,4966
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,EPA,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,FTC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,HHS,41101712
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,IAF,1267639
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,LIC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,MCC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,NSF,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,PC,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,STATE,183552877
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,TDA,17401
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,TREAS,0
Haiti,2011,obesitya,Obesity prevalence among adults (%),-16,USAID,387382105
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,ADF,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,AGR,28611093
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,DFC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,DOC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,DOE,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,DOL,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,DOT,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,EPA,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,FTC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,HHS,50661213
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,IAF,686036
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,LIC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,MCC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,NSF,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,PC,0
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,STATE,208852932
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,TDA,22771
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,TREAS,1862414
Haiti,2012,obesitya,Obesity prevalence among adults (%),-17,USAID,265740523
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,ADF,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,AGR,34275957
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,DFC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,DOC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,DOE,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,DOL,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,DOT,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,EPA,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,FTC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,HHS,12432672
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,IAF,688772
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,LIC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,MCC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,NSF,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,PC,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,STATE,169698524
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,TDA,0
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,TREAS,863494
Haiti,2013,obesitya,Obesity prevalence among adults (%),-18,USAID,237308147
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,ADF,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,AGR,20255519
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,DFC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,DOC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,DOE,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,DOL,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,DOT,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,EPA,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,FTC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,HHS,15361935
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,IAF,488631
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,LIC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,MCC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,NSF,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,PC,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,STATE,175457433
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,TDA,0
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,TREAS,6475540
Haiti,2014,obesitya,Obesity prevalence among adults (%),-19,USAID,167024583
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,AGR,7198937
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,HHS,10716496
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,IAF,896844
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,STATE,162506969
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,TDA,526086
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,TREAS,45273
Haiti,2015,obesitya,Obesity prevalence among adults (%),-20,USAID,367024974
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,AGR,19410996
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,HHS,8529519
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,IAF,387594
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,STATE,162986448
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,TDA,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,TREAS,0
Haiti,2016,obesitya,Obesity prevalence among adults (%),-20,USAID,227788088
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,AGR,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,HHS,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,IAF,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,STATE,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,TDA,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,TREAS,0
Haiti,2017,obesitya,Obesity prevalence among adults (%),-20,USAID,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,AGR,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,HHS,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,IAF,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,STATE,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,TDA,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,TREAS,0
Haiti,2018,obesitya,Obesity prevalence among adults (%),-20,USAID,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,AGR,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,HHS,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,IAF,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,STATE,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,TDA,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,TREAS,0
Haiti,2019,obesitya,Obesity prevalence among adults (%),-20,USAID,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,ADF,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,AGR,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,DFC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,DOC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,DOE,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,DOL,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,DOT,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,EPA,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,FTC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,HHS,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,IAF,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,LIC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,MCC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,NSF,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,PC,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,STATE,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,TDA,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,TREAS,0
Haiti,2020,obesitya,Obesity prevalence among adults (%),-20,USAID,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,ADF,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,AGR,56963806
Haiti,2003,u5mr,Under-five mortality rate,-9.4,DFC,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,DOC,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,DOE,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,DOL,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,DOT,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,EPA,0
Haiti,2003,u5mr,Under-five mortality rate,-9.4,FTC,0
