,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount,country_year,country_year_indicator,country_year_indicator_agency
9346,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,LIC,0,,,Moldova_2020_alcohol_LIC
9347,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,MCC,0,,,Moldova_2020_alcohol_MCC
9348,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,NSF,0,,,Moldova_2020_alcohol_NSF
9349,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,PC,0,,,Moldova_2020_alcohol_PC
9350,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,STATE,0,,,Moldova_2020_alcohol_STATE
9351,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,TDA,0,,,Moldova_2020_alcohol_TDA
9352,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,TREAS,0,,,Moldova_2020_alcohol_TREAS
9353,Moldova,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),0.0,USAID,0,,,Moldova_2020_alcohol_USAID
9354,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,ADF,0,,,Moldova_2020_hh_ADF
9355,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,AGR,0,,,Moldova_2020_hh_AGR
9356,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,DFC,0,,,Moldova_2020_hh_DFC
9357,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,DOC,0,,,Moldova_2020_hh_DOC
9358,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,DOE,0,,,Moldova_2020_hh_DOE
9359,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,DOL,0,,,Moldova_2020_hh_DOL
9360,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,DOT,0,,,Moldova_2020_hh_DOT
9361,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,EPA,0,,,Moldova_2020_hh_EPA
9362,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,FTC,0,,,Moldova_2020_hh_FTC
9363,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,HHS,0,,,Moldova_2020_hh_HHS
9364,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,IAF,0,,,Moldova_2020_hh_IAF
9365,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,LIC,0,,,Moldova_2020_hh_LIC
9366,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,MCC,0,,,Moldova_2020_hh_MCC
9367,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,NSF,0,,,Moldova_2020_hh_NSF
9368,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,PC,0,,,Moldova_2020_hh_PC
9369,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,STATE,0,,,Moldova_2020_hh_STATE
9370,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,TDA,0,,,Moldova_2020_hh_TDA
9371,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,TREAS,0,,,Moldova_2020_hh_TREAS
9372,Moldova,2020,hh,Population using safely managed drinking water services (%),0.0,USAID,0,,,Moldova_2020_hh_USAID
9373,Moldova,2020,life,Life Expectancy,74.6,ADF,0,,,Moldova_2020_life_ADF
9374,Moldova,2020,life,Life Expectancy,74.6,AGR,0,,,Moldova_2020_life_AGR
9375,Moldova,2020,life,Life Expectancy,74.6,DFC,0,,,Moldova_2020_life_DFC
9376,Moldova,2020,life,Life Expectancy,74.6,DOC,0,,,Moldova_2020_life_DOC
9377,Moldova,2020,life,Life Expectancy,74.6,DOL,0,,,Moldova_2020_life_DOL
9378,Moldova,2020,life,Life Expectancy,74.6,DOT,0,,,Moldova_2020_life_DOT
9379,Moldova,2020,life,Life Expectancy,74.6,EPA,0,,,Moldova_2020_life_EPA
9380,Moldova,2020,life,Life Expectancy,74.6,FTC,0,,,Moldova_2020_life_FTC
9381,Moldova,2020,life,Life Expectancy,74.6,IAF,0,,,Moldova_2020_life_IAF
9382,Moldova,2020,life,Life Expectancy,74.6,LIC,0,,,Moldova_2020_life_LIC
9383,Moldova,2020,life,Life Expectancy,74.6,NSF,0,,,Moldova_2020_life_NSF
9384,Moldova,2020,life,Life Expectancy,74.6,TDA,0,,,Moldova_2020_life_TDA
9385,Moldova,2020,life,Life Expectancy,74.6,TREAS,0,,,Moldova_2020_life_TREAS
9386,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,ADF,0,,,Moldova_2020_obesitya_ADF
9387,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,AGR,0,,,Moldova_2020_obesitya_AGR
9388,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,DFC,0,,,Moldova_2020_obesitya_DFC
9389,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,DOC,0,,,Moldova_2020_obesitya_DOC
9390,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,DOE,0,,,Moldova_2020_obesitya_DOE
9391,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,DOL,0,,,Moldova_2020_obesitya_DOL
9392,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,DOT,0,,,Moldova_2020_obesitya_DOT
9393,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,EPA,0,,,Moldova_2020_obesitya_EPA
9394,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,FTC,0,,,Moldova_2020_obesitya_FTC
9395,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,HHS,0,,,Moldova_2020_obesitya_HHS
9396,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,IAF,0,,,Moldova_2020_obesitya_IAF
9397,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,LIC,0,,,Moldova_2020_obesitya_LIC
9398,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,MCC,0,,,Moldova_2020_obesitya_MCC
9399,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,NSF,0,,,Moldova_2020_obesitya_NSF
9400,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,PC,0,,,Moldova_2020_obesitya_PC
9401,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,STATE,0,,,Moldova_2020_obesitya_STATE
9402,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,TDA,0,,,Moldova_2020_obesitya_TDA
9403,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,TREAS,0,,,Moldova_2020_obesitya_TREAS
9404,Moldova,2020,obesitya,Obesity prevalence among adults (%),0.0,USAID,0,,,Moldova_2020_obesitya_USAID
9405,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,ADF,0,,,Moldova_2020_u5mr_ADF
9406,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,AGR,0,,,Moldova_2020_u5mr_AGR
9407,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,DFC,0,,,Moldova_2020_u5mr_DFC
9408,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,DOC,0,,,Moldova_2020_u5mr_DOC
9409,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,DOL,0,,,Moldova_2020_u5mr_DOL
9410,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,DOT,0,,,Moldova_2020_u5mr_DOT
9411,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,EPA,0,,,Moldova_2020_u5mr_EPA
9412,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,FTC,0,,,Moldova_2020_u5mr_FTC
9413,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,IAF,0,,,Moldova_2020_u5mr_IAF
9414,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,LIC,0,,,Moldova_2020_u5mr_LIC
9415,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,NSF,0,,,Moldova_2020_u5mr_NSF
9416,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,TDA,0,,,Moldova_2020_u5mr_TDA
9417,Moldova,2020,u5mr,Under-five mortality rate,-1.4500000000000002,TREAS,0,,,Moldova_2020_u5mr_TREAS
9418,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0,,,Yemen_2002_alcohol_ADF
9419,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0,,,Yemen_2002_alcohol_DFC
9420,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0,,,Yemen_2002_alcohol_DOC
9421,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0,,,Yemen_2002_alcohol_DOE
9422,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0,,,Yemen_2002_alcohol_DOL
9423,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0,,,Yemen_2002_alcohol_DOT
9424,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0,,,Yemen_2002_alcohol_EPA
9425,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0,,,Yemen_2002_alcohol_FTC
9426,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0,,,Yemen_2002_alcohol_HHS
9427,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0,,,Yemen_2002_alcohol_IAF
9428,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0,,,Yemen_2002_alcohol_LIC
9429,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0,,,Yemen_2002_alcohol_MCC
9430,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0,,,Yemen_2002_alcohol_NSF
9431,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0,,,Yemen_2002_alcohol_PC
9432,Yemen,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0,,,Yemen_2002_alcohol_TREAS
9433,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,ADF,0,,,Yemen_2002_hh_ADF
9434,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,AGR,0,,,Yemen_2002_hh_AGR
9435,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,DFC,0,,,Yemen_2002_hh_DFC
9436,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,DOC,0,,,Yemen_2002_hh_DOC
9437,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,DOE,0,,,Yemen_2002_hh_DOE
9438,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,DOL,0,,,Yemen_2002_hh_DOL
9439,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,DOT,0,,,Yemen_2002_hh_DOT
9440,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,EPA,0,,,Yemen_2002_hh_EPA
9441,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,FTC,0,,,Yemen_2002_hh_FTC
9442,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,HHS,0,,,Yemen_2002_hh_HHS
9443,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,IAF,0,,,Yemen_2002_hh_IAF
9444,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,LIC,0,,,Yemen_2002_hh_LIC
9445,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,MCC,0,,,Yemen_2002_hh_MCC
9446,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,NSF,0,,,Yemen_2002_hh_NSF
9447,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,PC,0,,,Yemen_2002_hh_PC
9448,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,STATE,0,,,Yemen_2002_hh_STATE
9449,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,TDA,0,,,Yemen_2002_hh_TDA
9450,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,TREAS,0,,,Yemen_2002_hh_TREAS
9451,Yemen,2002,hh,Population using safely managed drinking water services (%),0.0,USAID,0,,,Yemen_2002_hh_USAID
9452,Yemen,2002,life,Life Expectancy,64.9,ADF,0,,,Yemen_2002_life_ADF
9453,Yemen,2002,life,Life Expectancy,64.9,DFC,0,,,Yemen_2002_life_DFC
9454,Yemen,2002,life,Life Expectancy,64.9,DOC,0,,,Yemen_2002_life_DOC
9455,Yemen,2002,life,Life Expectancy,64.9,DOE,0,,,Yemen_2002_life_DOE
9456,Yemen,2002,life,Life Expectancy,64.9,DOL,0,,,Yemen_2002_life_DOL
9457,Yemen,2002,life,Life Expectancy,64.9,DOT,0,,,Yemen_2002_life_DOT
9458,Yemen,2002,life,Life Expectancy,64.9,EPA,0,,,Yemen_2002_life_EPA
9459,Yemen,2002,life,Life Expectancy,64.9,FTC,0,,,Yemen_2002_life_FTC
9460,Yemen,2002,life,Life Expectancy,64.9,HHS,0,,,Yemen_2002_life_HHS
9461,Yemen,2002,life,Life Expectancy,64.9,IAF,0,,,Yemen_2002_life_IAF
9462,Yemen,2002,life,Life Expectancy,64.9,LIC,0,,,Yemen_2002_life_LIC
9463,Yemen,2002,life,Life Expectancy,64.9,MCC,0,,,Yemen_2002_life_MCC
9464,Yemen,2002,life,Life Expectancy,64.9,NSF,0,,,Yemen_2002_life_NSF
9465,Yemen,2002,life,Life Expectancy,64.9,PC,0,,,Yemen_2002_life_PC
9466,Yemen,2002,life,Life Expectancy,64.9,TREAS,0,,,Yemen_2002_life_TREAS
9467,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,ADF,0,,,Yemen_2002_obesitya_ADF
9468,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,DFC,0,,,Yemen_2002_obesitya_DFC
9469,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,DOC,0,,,Yemen_2002_obesitya_DOC
9470,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,DOE,0,,,Yemen_2002_obesitya_DOE
9471,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,DOL,0,,,Yemen_2002_obesitya_DOL
9472,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,DOT,0,,,Yemen_2002_obesitya_DOT
9473,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,EPA,0,,,Yemen_2002_obesitya_EPA
9474,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,FTC,0,,,Yemen_2002_obesitya_FTC
9475,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,HHS,0,,,Yemen_2002_obesitya_HHS
9476,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,IAF,0,,,Yemen_2002_obesitya_IAF
9477,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,LIC,0,,,Yemen_2002_obesitya_LIC
9478,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,MCC,0,,,Yemen_2002_obesitya_MCC
9479,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,NSF,0,,,Yemen_2002_obesitya_NSF
9480,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,PC,0,,,Yemen_2002_obesitya_PC
9481,Yemen,2002,obesitya,Obesity prevalence among adults (%),-8.0,TREAS,0,,,Yemen_2002_obesitya_TREAS
9482,Yemen,2002,u5mr,Under-five mortality rate,-8.55,ADF,0,,,Yemen_2002_u5mr_ADF
9483,Yemen,2002,u5mr,Under-five mortality rate,-8.55,DFC,0,,,Yemen_2002_u5mr_DFC
9484,Yemen,2002,u5mr,Under-five mortality rate,-8.55,DOC,0,,,Yemen_2002_u5mr_DOC
9485,Yemen,2002,u5mr,Under-five mortality rate,-8.55,DOE,0,,,Yemen_2002_u5mr_DOE
9486,Yemen,2002,u5mr,Under-five mortality rate,-8.55,DOL,0,,,Yemen_2002_u5mr_DOL
9487,Yemen,2002,u5mr,Under-five mortality rate,-8.55,DOT,0,,,Yemen_2002_u5mr_DOT
9488,Yemen,2002,u5mr,Under-five mortality rate,-8.55,EPA,0,,,Yemen_2002_u5mr_EPA
9489,Yemen,2002,u5mr,Under-five mortality rate,-8.55,FTC,0,,,Yemen_2002_u5mr_FTC
9490,Yemen,2002,u5mr,Under-five mortality rate,-8.55,HHS,0,,,Yemen_2002_u5mr_HHS
9491,Yemen,2002,u5mr,Under-five mortality rate,-8.55,IAF,0,,,Yemen_2002_u5mr_IAF
9492,Yemen,2002,u5mr,Under-five mortality rate,-8.55,LIC,0,,,Yemen_2002_u5mr_LIC
9493,Yemen,2002,u5mr,Under-five mortality rate,-8.55,MCC,0,,,Yemen_2002_u5mr_MCC
9494,Yemen,2002,u5mr,Under-five mortality rate,-8.55,NSF,0,,,Yemen_2002_u5mr_NSF
9495,Yemen,2002,u5mr,Under-five mortality rate,-8.55,PC,0,,,Yemen_2002_u5mr_PC
9496,Yemen,2002,u5mr,Under-five mortality rate,-8.55,TREAS,0,,,Yemen_2002_u5mr_TREAS
9497,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0,,,Yemen_2003_alcohol_ADF
9498,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0,,,Yemen_2003_alcohol_DFC
9499,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0,,,Yemen_2003_alcohol_DOC
9500,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0,,,Yemen_2003_alcohol_DOE
9501,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0,,,Yemen_2003_alcohol_DOL
9502,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0,,,Yemen_2003_alcohol_DOT
9503,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0,,,Yemen_2003_alcohol_EPA
9504,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0,,,Yemen_2003_alcohol_FTC
9505,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0,,,Yemen_2003_alcohol_HHS
9506,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0,,,Yemen_2003_alcohol_IAF
9507,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0,,,Yemen_2003_alcohol_LIC
9508,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0,,,Yemen_2003_alcohol_MCC
9509,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0,,,Yemen_2003_alcohol_NSF
9510,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0,,,Yemen_2003_alcohol_PC
9511,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0,,,Yemen_2003_alcohol_TDA
9512,Yemen,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0,,,Yemen_2003_alcohol_TREAS
9513,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,ADF,0,,,Yemen_2003_hh_ADF
9514,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,AGR,0,,,Yemen_2003_hh_AGR
9515,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,DFC,0,,,Yemen_2003_hh_DFC
9516,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,DOC,0,,,Yemen_2003_hh_DOC
9517,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,DOE,0,,,Yemen_2003_hh_DOE
9518,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,DOL,0,,,Yemen_2003_hh_DOL
9519,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,DOT,0,,,Yemen_2003_hh_DOT
9520,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,EPA,0,,,Yemen_2003_hh_EPA
9521,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,FTC,0,,,Yemen_2003_hh_FTC
9522,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,HHS,0,,,Yemen_2003_hh_HHS
9523,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,IAF,0,,,Yemen_2003_hh_IAF
9524,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,LIC,0,,,Yemen_2003_hh_LIC
9525,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,MCC,0,,,Yemen_2003_hh_MCC
9526,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,NSF,0,,,Yemen_2003_hh_NSF
9527,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,PC,0,,,Yemen_2003_hh_PC
9528,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,STATE,0,,,Yemen_2003_hh_STATE
9529,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,TDA,0,,,Yemen_2003_hh_TDA
9530,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,TREAS,0,,,Yemen_2003_hh_TREAS
9531,Yemen,2003,hh,Population using safely managed drinking water services (%),0.0,USAID,0,,,Yemen_2003_hh_USAID
9532,Yemen,2003,life,Life Expectancy,65.3,ADF,0,,,Yemen_2003_life_ADF
9533,Yemen,2003,life,Life Expectancy,65.3,DFC,0,,,Yemen_2003_life_DFC
9534,Yemen,2003,life,Life Expectancy,65.3,DOC,0,,,Yemen_2003_life_DOC
9535,Yemen,2003,life,Life Expectancy,65.3,DOE,0,,,Yemen_2003_life_DOE
9536,Yemen,2003,life,Life Expectancy,65.3,DOL,0,,,Yemen_2003_life_DOL
9537,Yemen,2003,life,Life Expectancy,65.3,DOT,0,,,Yemen_2003_life_DOT
9538,Yemen,2003,life,Life Expectancy,65.3,EPA,0,,,Yemen_2003_life_EPA
9539,Yemen,2003,life,Life Expectancy,65.3,FTC,0,,,Yemen_2003_life_FTC
9540,Yemen,2003,life,Life Expectancy,65.3,HHS,0,,,Yemen_2003_life_HHS
9541,Yemen,2003,life,Life Expectancy,65.3,IAF,0,,,Yemen_2003_life_IAF
9542,Yemen,2003,life,Life Expectancy,65.3,LIC,0,,,Yemen_2003_life_LIC
9543,Yemen,2003,life,Life Expectancy,65.3,MCC,0,,,Yemen_2003_life_MCC
9544,Yemen,2003,life,Life Expectancy,65.3,NSF,0,,,Yemen_2003_life_NSF
9545,Yemen,2003,life,Life Expectancy,65.3,PC,0,,,Yemen_2003_life_PC
9546,Yemen,2003,life,Life Expectancy,65.3,TDA,0,,,Yemen_2003_life_TDA
9547,Yemen,2003,life,Life Expectancy,65.3,TREAS,0,,,Yemen_2003_life_TREAS
9548,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,ADF,0,,,Yemen_2003_obesitya_ADF
9549,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,DFC,0,,,Yemen_2003_obesitya_DFC
9550,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,DOC,0,,,Yemen_2003_obesitya_DOC
9551,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,DOE,0,,,Yemen_2003_obesitya_DOE
9552,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,DOL,0,,,Yemen_2003_obesitya_DOL
9553,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,DOT,0,,,Yemen_2003_obesitya_DOT
9554,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,EPA,0,,,Yemen_2003_obesitya_EPA
9555,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,FTC,0,,,Yemen_2003_obesitya_FTC
9556,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,HHS,0,,,Yemen_2003_obesitya_HHS
9557,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,IAF,0,,,Yemen_2003_obesitya_IAF
9558,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,LIC,0,,,Yemen_2003_obesitya_LIC
9559,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,MCC,0,,,Yemen_2003_obesitya_MCC
9560,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,NSF,0,,,Yemen_2003_obesitya_NSF
9561,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,PC,0,,,Yemen_2003_obesitya_PC
9562,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,TDA,0,,,Yemen_2003_obesitya_TDA
9563,Yemen,2003,obesitya,Obesity prevalence among adults (%),-8.5,TREAS,0,,,Yemen_2003_obesitya_TREAS
9564,Yemen,2003,u5mr,Under-five mortality rate,-8.1,ADF,0,,,Yemen_2003_u5mr_ADF
9565,Yemen,2003,u5mr,Under-five mortality rate,-8.1,DFC,0,,,Yemen_2003_u5mr_DFC
9566,Yemen,2003,u5mr,Under-five mortality rate,-8.1,DOC,0,,,Yemen_2003_u5mr_DOC
9567,Yemen,2003,u5mr,Under-five mortality rate,-8.1,DOE,0,,,Yemen_2003_u5mr_DOE
9568,Yemen,2003,u5mr,Under-five mortality rate,-8.1,DOL,0,,,Yemen_2003_u5mr_DOL
9569,Yemen,2003,u5mr,Under-five mortality rate,-8.1,DOT,0,,,Yemen_2003_u5mr_DOT
9570,Yemen,2003,u5mr,Under-five mortality rate,-8.1,EPA,0,,,Yemen_2003_u5mr_EPA
9571,Yemen,2003,u5mr,Under-five mortality rate,-8.1,FTC,0,,,Yemen_2003_u5mr_FTC
9572,Yemen,2003,u5mr,Under-five mortality rate,-8.1,HHS,0,,,Yemen_2003_u5mr_HHS
9573,Yemen,2003,u5mr,Under-five mortality rate,-8.1,IAF,0,,,Yemen_2003_u5mr_IAF
9574,Yemen,2003,u5mr,Under-five mortality rate,-8.1,LIC,0,,,Yemen_2003_u5mr_LIC
9575,Yemen,2003,u5mr,Under-five mortality rate,-8.1,MCC,0,,,Yemen_2003_u5mr_MCC
9576,Yemen,2003,u5mr,Under-five mortality rate,-8.1,NSF,0,,,Yemen_2003_u5mr_NSF
9577,Yemen,2003,u5mr,Under-five mortality rate,-8.1,PC,0,,,Yemen_2003_u5mr_PC
9578,Yemen,2003,u5mr,Under-five mortality rate,-8.1,TDA,0,,,Yemen_2003_u5mr_TDA
9579,Yemen,2003,u5mr,Under-five mortality rate,-8.1,TREAS,0,,,Yemen_2003_u5mr_TREAS
9580,Yemen,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0,,,Yemen_2004_alcohol_ADF
